City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,ilhabela,-23.7781,-45.3581,21.26,88,99,1.56,BR,2023-11-01
272,paphos,34.7667,32.4167,19.88,83,0,2.06,CY,2023-11-01
273,atafu village,-8.5421,-172.5159,29.03,69,91,3.85,TK,2023-11-01
274,badger,64.8,-147.5333,1.01,89,40,0.0,US,2023-11-01
275,harij,23.7,71.9,24.91,40,0,3.28,IN,2023-11-01
276,ratnagiri,16.9833,73.3,24.32,50,71,3.07,IN,2023-11-01
277,deniliquin,-35.5333,144.9667,17.3,46,17,2.71,AU,2023-11-01
278,kone,-21.0595,164.8658,27.0,45,13,0.38,NC,2023-11-01
279,lethem,3.3803,-59.7968,30.33,52,66,2.82,GY,2023-11-01
280,dzilam gonzalez,21.2833,-88.9333,24.49,79,83,5.76,MX,2023-11-01
281,jinchang,38.4953,102.1739,7.6,55,78,1.34,CN,2023-11-01
282,naze,28.3667,129.4833,21.91,55,20,4.67,JP,2023-11-01
283,dryden,49.7833,-92.7503,-1.84,80,100,4.63,CA,2023-11-01
284,bunia,1.5667,30.25,17.23,98,100,0.8,CD,2023-11-01
285,duki,30.1541,68.5728,18.45,37,34,2.19,PK,2023-11-01
286,puerto princesa,9.7392,118.7353,25.99,94,20,2.06,PH,2023-11-01
287,homer,59.6425,-151.5483,10.43,81,100,0.0,US,2023-11-01
288,ambodifotatra,-16.9833,49.85,25.49,79,31,3.15,MG,2023-11-01
289,limonar,22.9505,-81.4107,25.01,69,20,4.63,CU,2023-11-01
290,zhengjiatun,43.5064,123.5064,9.68,80,69,9.59,CN,2023-11-01
291,mozhga,56.4447,52.2276,3.86,99,95,2.97,RU,2023-11-01
292,borogontsy,62.6683,131.1683,-17.42,98,100,1.59,RU,2023-11-01
293,urechesti,45.6,27.0667,9.49,69,30,1.55,RO,2023-11-01
294,valle de la pascua,9.2155,-66.0073,27.76,68,100,2.78,VE,2023-11-01
295,askoy,60.4092,5.226,4.86,100,100,3.6,NO,2023-11-01
296,zouerate,22.7187,-12.4521,27.7,21,0,4.79,MR,2023-11-01
297,wuhai,39.6647,106.8122,8.85,31,72,10.66,CN,2023-11-01
298,san luis de la loma,17.2706,-100.8939,28.17,82,62,2.23,MX,2023-11-01
299,antibes,43.5624,7.1278,17.54,77,75,4.12,FR,2023-11-01
300,souillac,-20.5167,57.5167,24.27,85,36,4.11,MU,2023-11-01
301,golfito,8.639,-83.166,24.87,92,99,1.59,CR,2023-11-01
302,katsuren-haebaru,26.3369,127.8719,22.21,88,75,4.63,JP,2023-11-01
303,bathsheba,13.2167,-59.5167,28.34,78,20,7.2,BB,2023-11-01
304,isangel,-19.55,169.2667,27.06,65,40,2.06,VU,2023-11-01
305,errachidia,31.9275,-4.4285,21.68,25,18,1.31,MA,2023-11-01
306,lompoc,34.6391,-120.4579,29.88,19,0,4.63,US,2023-11-01
307,kiunga,-6.1219,141.2906,23.48,99,100,0.99,PG,2023-11-01
308,binghamton,42.0987,-75.918,1.93,83,100,3.09,US,2023-11-01
309,nouadhibou,20.931,-17.0347,24.99,69,0,7.72,MR,2023-11-01
310,sake,-1.5736,29.045,16.91,92,93,0.63,CD,2023-11-01
311,bealanana,-14.55,48.7333,18.96,87,83,0.32,MG,2023-11-01
312,port lincoln,-34.7333,135.8667,15.0,75,94,5.76,AU,2023-11-01
313,miquelon,47.0975,-56.3814,6.0,94,100,9.39,PM,2023-11-01
314,ulysses,37.5814,-101.3552,21.53,12,0,5.14,US,2023-11-01
315,samarinda,-0.5,117.15,24.6,96,100,0.36,ID,2023-11-01
316,cabedelo,-6.9811,-34.8339,27.37,80,55,6.15,BR,2023-11-01
317,mana,5.6592,-53.7767,27.33,82,46,4.84,GF,2023-11-01
318,songadh,21.1667,73.5667,21.69,50,0,2.51,IN,2023-11-01
319,ryotsu-minato,38.0833,138.4333,18.23,82,36,3.98,JP,2023-11-01
320,bonthe,7.5264,-12.505,26.05,83,21,0.81,SL,2023-11-01
321,serenje,-13.2325,30.2352,18.2,88,99,4.46,ZM,2023-11-01
322,grand-bassam,5.2118,-3.7388,26.98,88,33,2.14,CI,2023-11-01
323,greencastle,39.6445,-86.8647,5.68,57,40,2.06,US,2023-11-01
324,westport,41.1415,-73.3579,7.08,80,0,0.89,US,2023-11-01
325,kokopo,-4.352,152.2633,28.29,71,99,0.14,PG,2023-11-01
326,grand falls-windsor,48.9332,-55.6649,1.39,88,100,0.45,CA,2023-11-01
327,codrington,-38.2667,141.9667,14.16,62,96,3.83,AU,2023-11-01
328,raduzhnyy,62.0961,77.475,-9.53,90,100,2.2,RU,2023-11-01
329,mokrous,51.2333,47.5167,9.27,82,6,5.37,RU,2023-11-01
330,deqen,29.9618,90.7188,0.43,59,30,2.02,CN,2023-11-01
331,paracuru,-3.41,-39.0306,27.28,77,4,4.98,BR,2023-11-01
332,darab,28.7519,54.5444,21.83,42,93,2.27,IR,2023-11-01
333,gillette,44.2911,-105.5022,10.59,29,68,2.68,US,2023-11-01
334,uturoa,-16.7333,-151.4333,25.71,81,44,10.48,PF,2023-11-01
335,keflavik,64.0049,-22.5624,1.24,64,0,3.6,IS,2023-11-01
336,touros,-5.1989,-35.4608,26.08,84,22,5.44,BR,2023-11-01
337,iskateley,67.6803,53.1512,-10.55,97,31,2.68,RU,2023-11-01
338,gorontalo,0.5412,123.0595,26.17,85,59,0.83,ID,2023-11-01
339,altay,47.8667,88.1167,0.74,98,100,1.3,CN,2023-11-01
340,sarina,-21.4333,149.2167,27.37,18,47,4.31,AU,2023-11-01
341,puruliya,23.3333,86.3667,21.14,72,21,2.02,IN,2023-11-01
342,nemuro,43.3236,145.575,12.16,76,100,8.39,JP,2023-11-01
343,boa esperanca,-21.09,-45.5658,23.83,72,100,2.24,BR,2023-11-01
344,san andres,12.5847,-81.7006,27.01,89,20,2.06,CO,2023-11-01
345,twon-brass,4.3151,6.2418,26.05,83,87,3.97,NG,2023-11-01
346,fada,9.5667,8.3,21.52,85,98,0.79,NG,2023-11-01
347,canton,23.1167,113.25,19.97,74,10,0.69,CN,2023-11-01
348,selfoss,63.9331,-20.9971,2.25,54,0,6.84,IS,2023-11-01
349,fort st. john,56.2499,-120.8529,1.29,74,78,0.31,CA,2023-11-01
350,sidi yahia el gharb,34.3065,-6.3062,15.37,75,0,0.27,MA,2023-11-01
351,crane,31.3974,-102.3501,13.89,31,0,7.1,US,2023-11-01
352,vila do maio,15.1333,-23.2167,27.44,77,38,4.06,CV,2023-11-01
353,dunedin,-45.8742,170.5036,13.22,82,100,1.34,NZ,2023-11-01
354,sa pa,22.3402,103.8441,12.22,92,6,0.27,VN,2023-11-01
355,abepura,-2.6333,140.5833,29.45,66,20,1.54,ID,2023-11-01
356,jinghong,21.991,100.7341,18.29,95,75,0.78,CN,2023-11-01
357,totness,5.8833,-56.3167,27.63,81,62,5.3,SR,2023-11-01
358,zhanaozen,43.3,52.8,11.14,33,27,8.54,KZ,2023-11-01
359,byron bay,-28.65,153.6167,20.95,56,97,3.05,AU,2023-11-01
360,lodja,-3.4833,23.4333,21.29,99,90,0.79,CD,2023-11-01
361,nuuk,64.1835,-51.7216,3.34,65,75,13.89,GL,2023-11-01
362,tokar,18.4254,37.729,29.35,70,3,4.99,SD,2023-11-01
363,el alto,-4.2714,-81.2147,19.81,77,19,8.84,PE,2023-11-01
364,wauchope,-31.45,152.7333,22.2,52,43,1.32,AU,2023-11-01
365,vila velha,-20.3297,-40.2925,25.53,89,75,3.09,BR,2023-11-01
366,kenai,60.5544,-151.2583,5.61,71,75,3.6,US,2023-11-01
367,newnham,-41.3833,147.1333,13.53,62,43,4.63,AU,2023-11-01
368,rouissat,31.9243,5.3502,25.0,27,95,4.04,DZ,2023-11-01
369,bayanhongor,46.7167,100.1167,-7.94,77,3,1.97,MN,2023-11-01
370,labuan,5.2767,115.2417,27.79,78,6,3.31,MY,2023-11-01
371,mokhsogollokh,61.4681,128.9203,-14.32,87,100,3.65,RU,2023-11-01
372,alofi,-19.0595,-169.9187,27.94,74,75,8.23,NU,2023-11-01
373,callao,-12.0667,-77.15,20.95,77,100,3.6,PE,2023-11-01
374,boyalik,41.2634,28.6314,18.21,87,28,2.35,TR,2023-11-01
375,cochin,9.9399,76.2602,25.99,95,100,4.56,IN,2023-11-01
376,staraya kulatka,52.7167,47.6167,7.47,95,34,2.97,RU,2023-11-01
377,ixtapa,20.7,-105.2,30.13,74,40,3.6,MX,2023-11-01
378,fale old settlement,-9.3852,-171.2468,28.78,70,100,3.13,TK,2023-11-01
379,coron,11.9986,120.2043,27.19,86,100,4.08,PH,2023-11-01
380,kerikeri,-35.2268,173.9474,18.28,86,79,4.21,NZ,2023-11-01
381,karungdong,5.8844,121.263,27.99,77,4,2.69,PH,2023-11-01
382,winburg,-28.518,27.0093,13.77,41,100,2.22,ZA,2023-11-01
383,firebaugh,36.8588,-120.456,25.23,11,19,2.32,US,2023-11-01
384,poronaysk,49.2167,143.1167,1.12,62,21,2.43,RU,2023-11-01
385,sao joao da barra,-21.6403,-41.0511,24.05,90,100,4.87,BR,2023-11-01
386,serowe,-22.3833,26.7167,12.09,89,63,4.2,BW,2023-11-01
387,eraan,9.0629,117.7016,26.6,88,28,1.65,PH,2023-11-01
388,tyukhtet,56.5389,89.3011,-5.02,85,100,3.81,RU,2023-11-01
389,sabzevar,36.2126,57.6819,12.32,15,14,3.16,IR,2023-11-01
390,kongolo,-5.3833,27.0,21.75,96,69,1.31,CD,2023-11-01
391,caetite,-14.0694,-42.475,24.72,58,100,0.88,BR,2023-11-01
392,karratha,-20.7377,116.8463,25.96,40,0,3.89,AU,2023-11-01
393,savannah,32.0835,-81.0998,12.75,35,0,3.6,US,2023-11-01
394,cromwell,41.5951,-72.6454,4.15,91,40,1.54,US,2023-11-01
395,kurchatov,51.6601,35.6521,15.23,97,100,6.03,RU,2023-11-01
396,usogorsk,63.4106,48.6872,-10.74,99,96,3.98,RU,2023-11-01
397,kittila,67.6647,24.8936,-7.92,93,100,1.03,FI,2023-11-01
398,inarajan village,13.2736,144.7484,30.55,81,47,6.89,GU,2023-11-01
399,bucerias,20.75,-105.3333,30.55,74,40,3.6,MX,2023-11-01
400,orlov,58.5395,48.8917,0.14,100,100,2.11,RU,2023-11-01
401,swift current,50.2834,-107.8014,1.45,69,0,1.03,CA,2023-11-01
402,bom jesus,-9.0744,-44.3586,32.29,27,85,1.71,BR,2023-11-01
403,galesong,-5.3166,119.3661,27.01,74,100,1.56,ID,2023-11-01
404,kourou,5.1552,-52.6478,29.03,86,45,4.23,GF,2023-11-01
405,malvan,16.0667,73.4667,25.26,49,70,3.2,IN,2023-11-01
406,petrozavodsk,61.7849,34.3469,1.95,99,100,2.0,RU,2023-11-01
407,tura,25.5198,90.2201,19.33,85,35,1.47,IN,2023-11-01
408,santana do matos,-5.9575,-36.6556,27.31,68,71,6.93,BR,2023-11-01
409,magadan,59.5667,150.8,0.85,94,100,4.25,RU,2023-11-01
410,santa terezinha,-29.9002,-50.0904,18.18,85,100,7.37,BR,2023-11-01
411,holdrege,40.4403,-99.3698,10.95,38,0,1.54,US,2023-11-01
412,north bay,46.3168,-79.4663,1.73,63,75,2.06,CA,2023-11-01
413,luanco,43.6152,-5.7934,21.71,74,95,10.71,ES,2023-11-01
414,prado,-17.3411,-39.2208,24.94,82,94,4.78,BR,2023-11-01
415,barah,13.7,30.3667,29.13,17,89,5.72,SD,2023-11-01
416,thames,-37.1333,175.5333,19.42,57,99,2.52,NZ,2023-11-01
417,mabaruma,8.2,-59.7833,26.89,80,36,2.73,GY,2023-11-01
418,antsiranana,-12.2787,49.2917,24.39,86,21,5.11,MG,2023-11-01
419,jiuquan,39.7432,98.5174,7.11,56,81,2.08,CN,2023-11-01
420,bambanglipuro,-7.95,110.2833,25.49,87,13,0.94,ID,2023-11-01
421,fuglafjordur,62.244,-6.814,4.26,65,99,15.54,FO,2023-11-01
422,nizao,18.25,-70.2,29.15,82,75,2.94,DO,2023-11-01
423,as samawah,31.332,45.2944,26.45,36,74,2.87,IQ,2023-11-01
424,yebaishou,41.3975,119.6408,7.5,73,18,2.64,CN,2023-11-01
425,san antonio de pale,-1.4014,5.6325,26.24,84,60,4.07,GQ,2023-11-01
426,inyonga,-6.7167,32.0667,23.24,50,31,3.0,TZ,2023-11-01
427,san luis de la paz,21.3,-100.5167,18.12,57,21,5.19,MX,2023-11-01
428,arraias,-12.9288,-46.9437,26.18,55,91,1.76,BR,2023-11-01
429,severo-yeniseyskiy,60.3725,93.0408,-19.48,94,36,1.66,RU,2023-11-01
430,teutonia,-29.4481,-51.8064,21.29,85,53,1.34,BR,2023-11-01
431,terenozek,45.05,64.9833,7.74,74,89,0.66,KZ,2023-11-01
432,lazaro cardenas,17.9583,-102.2,28.39,78,81,2.6,MX,2023-11-01
433,maracalagonis,39.2872,9.2275,16.18,80,0,1.03,IT,2023-11-01
434,lecheng,25.1238,113.3254,17.98,83,3,0.17,CN,2023-11-01
435,kailua-kona,19.6406,-155.9956,30.89,75,20,3.6,US,2023-11-01
436,colonia,50.9333,6.95,11.99,82,40,6.17,DE,2023-11-01
437,mogocha,53.7333,119.7667,-13.47,61,0,1.89,RU,2023-11-01
438,dejen,10.1667,38.1333,11.46,58,99,2.01,ET,2023-11-01
439,igarka,67.4667,86.5833,-15.25,84,100,3.88,RU,2023-11-01
440,mar del plata,-38.0023,-57.5575,9.41,61,40,4.63,AR,2023-11-01
441,trevelin,-43.0858,-71.4639,9.94,74,43,2.91,AR,2023-11-01
442,luderitz,-26.6481,15.1594,16.01,83,56,2.04,NA,2023-11-01
443,geraldton,-28.7667,114.6,16.23,63,10,4.63,AU,2023-11-01
444,wadi as sir,31.9513,35.8198,18.57,59,16,0.0,JO,2023-11-01
445,pinsk,52.1229,26.0951,5.01,84,45,2.38,BY,2023-11-01
446,beira,-19.8436,34.8389,20.35,79,100,4.21,MZ,2023-11-01
447,swakopmund,-22.6833,14.5333,16.66,76,53,2.68,NA,2023-11-01
448,bereznik,62.8551,42.7072,-2.73,94,100,5.96,RU,2023-11-01
449,pyapon,16.2833,95.6833,23.74,94,47,2.17,MM,2023-11-01
450,kolonia town,6.964,158.206,31.06,74,75,3.6,FM,2023-11-01
451,badagry,6.4167,2.8833,26.5,86,92,2.49,NG,2023-11-01
452,thibodaux,29.7958,-90.8229,14.99,34,0,0.45,US,2023-11-01
453,kismayo,-0.3582,42.5454,26.21,85,88,3.82,SO,2023-11-01
454,labytnangi,66.6572,66.4183,-15.76,93,45,2.29,RU,2023-11-01
455,garoowe,8.4054,48.4845,24.16,78,89,5.79,SO,2023-11-01
456,pachino,36.7186,15.0907,21.03,73,82,4.46,IT,2023-11-01
457,tahe,52.3333,124.7333,-6.96,89,100,2.09,CN,2023-11-01
458,cassia,-20.5831,-46.9219,23.8,74,86,1.95,BR,2023-11-01
459,ust'-kulom,61.6864,53.6902,-10.22,97,89,2.53,RU,2023-11-01
460,christchurch,-43.5333,172.6333,19.74,75,20,5.66,NZ,2023-11-01
461,waingapu,-9.6567,120.2641,28.0,74,38,5.25,ID,2023-11-01
462,bokoro,12.3807,17.0568,29.02,37,93,1.32,TD,2023-11-01
463,suva,-18.1416,178.4415,27.71,78,75,7.2,FJ,2023-11-01
464,zhezqazghan,47.7833,67.7667,5.74,84,93,3.95,KZ,2023-11-01
465,saudarkrokur,65.7461,-19.6394,-1.07,75,3,2.16,IS,2023-11-01
466,auki,-8.7676,160.7034,29.14,70,94,1.4,SB,2023-11-01
467,cruzeiro do sul,-29.5128,-51.9853,20.85,80,70,4.24,BR,2023-11-01
468,nadym,65.5333,72.5167,-9.25,95,100,2.6,RU,2023-11-01
469,ziniare,12.5822,-1.2983,29.06,19,89,2.63,BF,2023-11-01
470,thinadhoo,0.5333,72.9333,27.23,80,87,5.41,MV,2023-11-01
471,molteno,-31.3968,26.3625,12.25,48,99,1.66,ZA,2023-11-01
472,kayyerkan,69.3786,87.7439,-14.28,84,100,2.74,RU,2023-11-01
473,weno,7.4515,151.8468,28.97,89,100,1.54,FM,2023-11-01
474,sherpur,25.0188,90.0175,21.76,86,39,1.87,BD,2023-11-01
475,west end,26.6833,-78.9667,24.99,73,58,11.67,BS,2023-11-01
476,ghadamis,30.1337,9.5007,25.15,20,27,3.51,LY,2023-11-01
477,marquette,46.5333,-87.6335,1.01,48,95,2.24,US,2023-11-01
478,qarqaraly,49.4058,75.4742,-1.21,90,100,7.49,KZ,2023-11-01
479,antalaha,-14.9003,50.2788,21.75,83,12,1.81,MG,2023-11-01
480,port moresby,-9.4431,147.1797,24.58,91,100,0.18,PG,2023-11-01
481,questembert,47.6667,-2.4667,14.6,100,100,7.72,FR,2023-11-01
482,xiaoweizhai,26.1903,107.5125,13.96,85,4,1.38,CN,2023-11-01
483,iznik,40.4286,29.7211,11.86,66,25,1.97,TR,2023-11-01
484,markala,13.7021,-6.0659,29.29,12,46,3.79,ML,2023-11-01
485,zanjan,36.6736,48.4787,11.5,68,75,2.15,IR,2023-11-01
486,nadi,-17.8,177.4167,31.0,62,40,6.17,FJ,2023-11-01
487,abra pampa,-22.7205,-65.697,17.69,6,11,9.03,AR,2023-11-01
488,tannum sands,-23.9504,151.3693,23.94,60,100,5.14,AU,2023-11-01
489,mozhaysk,55.5019,36.0272,10.46,98,100,2.0,RU,2023-11-01
490,sarykemer,43.0,71.5,1.71,66,11,1.9,KZ,2023-11-01
491,goroka,-6.0834,145.3873,20.07,83,100,0.21,PG,2023-11-01
492,qamdo,31.1667,97.2333,-2.75,52,100,1.54,CN,2023-11-01
493,novo aripuana,-5.1206,-60.3797,30.95,44,72,0.83,BR,2023-11-01
494,gadzhiyevo,69.2551,33.3362,-5.4,95,97,0.83,RU,2023-11-01
495,serhiyivka,46.0272,30.3768,12.28,83,30,4.36,UA,2023-11-01
496,manado,1.487,124.8455,26.43,89,40,0.51,ID,2023-11-01
497,tateyama,34.9833,139.8667,18.39,63,0,2.65,JP,2023-11-01
498,kingston,17.997,-76.7936,27.53,94,75,3.09,JM,2023-11-01
499,igrim,63.1906,64.4162,-10.53,92,19,2.02,RU,2023-11-01
500,burao,9.5221,45.5336,21.83,74,90,4.16,SO,2023-11-01
501,vilyuchinsk,52.9306,158.4028,2.18,96,100,1.41,RU,2023-11-01
502,erbach,49.6561,8.9964,11.47,85,58,3.13,DE,2023-11-01
503,nieuw amsterdam,5.8833,-55.0833,29.01,78,0,2.57,SR,2023-11-01
504,urumqi,43.801,87.6005,5.53,81,0,1.0,CN,2023-11-01
505,praia,14.9215,-23.5087,27.3,83,20,6.17,CV,2023-11-01
506,buka,40.8108,69.1986,9.69,61,1,1.63,UZ,2023-11-01
507,jieshi,22.8134,115.8257,22.17,85,34,4.34,CN,2023-11-01
508,turabah,21.2141,41.6331,23.67,43,64,3.99,SA,2023-11-01
509,la sarre,48.8002,-79.1996,-3.08,66,59,3.21,CA,2023-11-01
510,urucui,-7.2294,-44.5561,32.43,39,61,4.65,BR,2023-11-01
511,hattiesburg,31.3271,-89.2903,12.34,31,0,2.57,US,2023-11-01
512,whitecourt,54.1502,-115.6855,3.98,79,98,0.55,CA,2023-11-01
513,langzhong,31.5504,105.9938,18.56,80,64,1.53,CN,2023-11-01
514,idaho falls,43.4666,-112.0341,11.05,34,0,3.6,US,2023-11-01
515,ibb,13.9667,44.1833,16.43,67,48,0.82,YE,2023-11-01
516,idri,27.5,13.2667,21.61,25,1,1.65,LY,2023-11-01
517,la foa,-21.7108,165.8276,24.12,50,7,0.38,NC,2023-11-01
518,musoma,-1.5,33.8,21.68,77,89,2.91,TZ,2023-11-01
519,harper,4.375,-7.7169,25.4,90,6,3.36,LR,2023-11-01
520,huarmey,-10.0681,-78.1522,20.52,79,10,4.84,PE,2023-11-01
521,aguilar de campoo,42.7945,-4.2589,11.4,92,100,15.52,ES,2023-11-01
522,egilsstadir,65.2653,-14.3948,1.95,93,75,7.72,IS,2023-11-01
523,piacabucu,-10.4056,-36.4344,25.71,82,27,5.73,BR,2023-11-01
524,pitoa,9.3833,13.5333,26.34,38,89,0.71,CM,2023-11-01
525,dalandzadgad,43.5708,104.425,1.5,67,2,10.96,MN,2023-11-01
526,rabaul,-4.1967,152.1721,27.64,75,97,0.38,PG,2023-11-01
527,churapcha,62.0025,132.4325,-16.05,96,100,2.01,RU,2023-11-01
528,vangaindrano,-23.35,47.6,21.43,95,71,3.28,MG,2023-11-01
529,berbera,10.4396,45.0143,27.82,71,62,4.44,SO,2023-11-01
530,new norfolk,-42.7826,147.0587,15.95,49,92,1.13,AU,2023-11-01
531,lospalos,-8.5186,127.0025,25.77,72,87,2.76,TL,2023-11-01
532,ambon,-3.6954,128.1814,28.08,83,40,1.54,ID,2023-11-01
533,sao jose da coroa grande,-8.8978,-35.1478,26.02,83,5,5.37,BR,2023-11-01
534,quellon,-43.1167,-73.6167,11.51,68,2,2.99,CL,2023-11-01
535,derzhavinsk,51.1,66.3167,3.93,92,85,6.24,KZ,2023-11-01
536,sur,22.5667,59.5289,25.82,55,6,0.9,OM,2023-11-01
537,amahai,-3.3333,128.9167,26.72,82,94,0.48,ID,2023-11-01
538,puerto santa,-8.9906,-78.6456,19.54,83,85,5.16,PE,2023-11-01
539,dwarka,22.2394,68.9678,27.73,54,3,3.65,IN,2023-11-01
540,conception bay south,47.4999,-52.9981,5.31,94,100,7.92,CA,2023-11-01
541,port-cartier,50.0334,-66.8654,-0.14,44,75,2.82,CA,2023-11-01
542,fortuna,40.5982,-124.1573,21.07,37,20,0.45,US,2023-11-01
543,kekri,25.9667,75.15,21.15,41,1,0.55,IN,2023-11-01
544,georgiyevka,43.0369,74.7114,3.02,100,8,2.0,KZ,2023-11-01
545,bukama,-9.2,25.85,20.77,95,100,0.79,CD,2023-11-01
546,poxoreo,-15.8372,-54.3892,31.77,31,67,0.36,BR,2023-11-01
